Search keyword report
All time
Keyword status,Keyword,Match type,Status,Status reasons,Conversions,Currency code,Cost / conv.,Final URL,Clicks,Impr.,CTR,Avg. CPC,Cost,Conv. rate
Enabled,"""pih laser treatment cost""",Phrase match,Eligible,,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""remove melanin from face""",Phrase match,Eligible,,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""melasma laser treatment price""",Phrase match,Eligible,,0.00,USD,0.00,,0,2,0.00%,0,0.00,0.00%
Enabled,"""solution to hyperpigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,2,0.00%,0,0.00,0.00%
Enabled,"""how to fix hyperpigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,1,18,5.56%,4.07,4.07,0.00%
Enabled,"""hyperpigmentation treatment for face""",Phrase match,Limited,low quality,0.00,USD,0.00,,2,34,5.88%,1.72,3.44,0.00%
Enabled,"""dark knees""",Phrase match,Eligible,,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""what facial helps with hyperpigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,1,19,5.26%,0.68,0.68,0.00%
Enabled,"""how to tackle hyperpigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""darkness around mouth treatment at home""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""best cream for pigmentation""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,4,0.00%,0,0.00,0.00%
Enabled,"""what helps pigmentation on body""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,2,0.00%,0,0.00,0.00%
Enabled,"""phenol chemical peel""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,6,0.00%,0,0.00,0.00%
Enabled,"""deep chemical peel near me""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,16,0.00%,0,0.00,0.00%
Enabled,"""how to get rid of brown spot on face""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,6,0.00%,0,0.00,0.00%
Enabled,"""can laser treat pigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""ways to remove pigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""how to remove freckles in face""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""korean body whitening treatment""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""sun spot removal near me""",Phrase match,Eligible,,0.00,USD,0.00,,3,17,17.65%,0.80,2.41,0.00%
Enabled,"""how to get rid of age spots""",Phrase match,Limited,low quality,0.00,USD,0.00,,1,34,2.94%,1.13,1.13,0.00%
Enabled,"""peeling for face""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""laser bleaching""",Phrase match,Eligible,,0.00,USD,0.00,,3,24,12.50%,1.77,5.31,0.00%
Enabled,"""underarm lightening treatment""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,20,0.00%,0,0.00,0.00%
Enabled,"""dark neck treatment""",Phrase match,Limited,low quality,0.00,USD,0.00,,1,11,9.09%,1.33,1.33,0.00%
Enabled,"""hyperpigmentation on face around mouth""",Phrase match,Eligible,,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""pico laser on dark skin""",Phrase match,Eligible,,0.00,USD,0.00,,0,7,0.00%,0,0.00,0.00%
Enabled,"""pico laser dark skin""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""treatment pigmentation on face""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""how to get rid of hyperpigmentation between thighs""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""chemical face peel glasgow""",Phrase match,Not eligible,rarely served,1.58,USD,23.33,,17,110,15.45%,2.17,36.93,9.31%
Enabled,"""freckle treatment""",Phrase match,Eligible,,0.00,USD,0.00,,0,17,0.00%,0,0.00,0.00%
Enabled,"""facial hyperpigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,19,0.00%,0,0.00,0.00%
Enabled,"""co2 laser for hyperpigmentation""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,9,0.00%,0,0.00,0.00%
Enabled,"""pigment killer removal""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""freckles on hands treatment""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""pigmentation clinic london""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""skin pigmentation removal cream""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""dark armpits solution""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""how to get rid of black mark on lip""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""freckles lightening""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""hyperpigmentation clinic london""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""dark pigmentation around neck""",Phrase match,Eligible,,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""does laser remove hyperpigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""hyperpigmentation treatment melasma dark patches on face""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""pigmentation around lips""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""carbon peel laser""",Phrase match,Limited,low quality,0.00,USD,0.00,,5,105,4.76%,1.78,8.91,0.00%
Enabled,"""best product to remove pigmentation on face""",Phrase match,Eligible,,0.00,USD,0.00,,1,16,6.25%,1.04,1.04,0.00%
Enabled,"""best cream for melasma""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,28,0.00%,0,0.00,0.00%
Enabled,"""essential whitening cream""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""how to get rid of hyperpigmentation from sunburn""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""eyelid skin discoloration""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""what removes freckles""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""dark spots and hyperpigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""best treatment to get rid of pigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""hyperpigmentation serum for face""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""hyperpigmentation on black skin treatment""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""hyperpigmentation around mouth and chin""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""carbon laser treatment""",Phrase match,Eligible,,0.00,USD,0.00,,3,61,4.92%,1.83,5.50,0.00%
Enabled,"""best permanent skin whitening cream in uk""",Phrase match,Eligible,,0.00,USD,0.00,,1,1,100.00%,1.28,1.28,0.00%
Enabled,"""how long does melasma take to go away""",Phrase match,Eligible,,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""how to permanently get rid of melasma""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""discoloration on my neck""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""laser skin whitening and brightening""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""treatment for pigmented lips""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""dark spots on face""",Phrase match,Eligible,,0.00,USD,0.00,,1,47,2.13%,2.03,2.03,0.00%
Enabled,"""laser for freckles""",Phrase match,Eligible,,0.00,USD,0.00,,0,18,0.00%,0,0.00,0.00%
Enabled,"""how to get rid of freckles on arms""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,4,0.00%,0,0.00,0.00%
Enabled,"""laser pigmentation removal near me prices""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""pico laser for melasma""",Phrase match,Eligible,,0.00,USD,0.00,,0,2,0.00%,0,0.00,0.00%
Enabled,"""what causes pigmentation on face""",Phrase match,Eligible,,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""laser for age spots""",Phrase match,Limited,low quality,0.00,USD,0.00,,1,20,5.00%,0.22,0.22,0.00%
Enabled,"""treatment of melasma""",Phrase match,Limited,low quality,0.00,USD,0.00,,3,61,4.92%,1.26,3.77,0.00%
Enabled,"""how to remove melanin from face""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""dark knuckle remover""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""pigmentation face treatment""",Phrase match,Eligible,,0.00,USD,0.00,,0,3,0.00%,0,0.00,0.00%
Enabled,"""best treatment for dark spots on face""",Phrase match,Eligible,,0.00,USD,0.00,,2,12,16.67%,2.01,4.02,0.00%
Enabled,"""co2 laser treatment for pigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""microneedling hyperpigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""brown spots on face""",Phrase match,Eligible,,0.00,USD,0.00,,0,8,0.00%,0,0.00,0.00%
Enabled,"""bikini whitening""",Phrase match,Eligible,,0.00,USD,0.00,,0,19,0.00%,0,0.00,0.00%
Enabled,"""safe skin whitening treatment""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,2,0.00%,0,0.00,0.00%
Enabled,"""nhs melasma treatment""",Phrase match,Eligible,,0.00,USD,0.00,,0,8,0.00%,0,0.00,0.00%
Enabled,"""hyperpigmentatie behandeling""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""can you laser hyperpigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""best laser for skin pigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,1,2,50.00%,0.46,0.46,0.00%
Enabled,"""picosure glasgow""",Phrase match,Limited,low quality,0.00,USD,0.00,,1,48,2.08%,0.65,0.65,0.00%
Enabled,"""pico laser near me""",Phrase match,Limited,low quality,1.00,USD,16.93,,13,145,8.97%,1.30,16.88,7.67%
Enabled,"""best treatment for melasma and hyperpigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""loss of pigment in skin white spots""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""how to get rid of hyperpigmentation inner thighs""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""treatment of pigmentation on face""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""how to remove nose black line""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""face treatment to remove dark spots""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""which serum is best for pigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""age spot remover""",Phrase match,Limited,low quality,3.00,USD,2.37,,6,89,6.74%,1.18,7.10,50.00%
Enabled,"""hyperpigmentation removal treatment""",Phrase match,Eligible,,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""dark neck skin removal""",Phrase match,Eligible,,0.00,USD,0.00,,2,15,13.33%,1.27,2.54,0.00%
Enabled,"""can you get freckles removed""",Phrase match,Eligible,,0.00,USD,0.00,,0,20,0.00%,0,0.00,0.00%
Enabled,"""bikini line pigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""treatments for dark spots on bikini line""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""can freckles be lasered off""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""best chemical peels near me""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""how to treat hyperpigmentation""",Phrase match,Limited,low quality,0.00,USD,0.00,,1,24,4.17%,1.36,1.36,0.00%
Enabled,"""how to lighten skin tone""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,15,0.00%,0,0.00,0.00%
Enabled,"""dark spot face treatment""",Phrase match,Eligible,,0.00,USD,0.00,,0,18,0.00%,0,0.00,0.00%
Enabled,"""laser melasma treatment near me""",Phrase match,Eligible,,0.00,USD,0.00,,1,3,33.33%,1.07,1.07,0.00%
Enabled,"""how to clear dark knuckles""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,6,0.00%,0,0.00,0.00%
Enabled,"""melasma laser""",Phrase match,Eligible,,0.00,USD,0.00,,0,8,0.00%,0,0.00,0.00%
Enabled,"""age spot laser removal near me""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""lip laser lightening treatment""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""chemical peel dark circles""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""vitiligo treatment uk""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,4,0.00%,0,0.00,0.00%
Enabled,"""skin lightening near me""",Phrase match,Limited,low quality,0.00,USD,0.00,,4,33,12.12%,1.59,6.34,0.00%
Enabled,"""chemical peel hamilton""",Phrase match,Eligible,,0.00,USD,0.00,,0,4,0.00%,0,0.00,0.00%
Enabled,"""underarm whitening treatment clinic near me""",Phrase match,Eligible,,0.00,USD,0.00,,3,13,23.08%,1.19,3.58,0.00%
Enabled,"""best pigmentation cream recommended by dermatologist""",Phrase match,Eligible,,0.00,USD,0.00,,0,14,0.00%,0,0.00,0.00%
Enabled,"""black spot removal treatment""",Phrase match,Eligible,,0.00,USD,0.00,,1,56,1.79%,1.61,1.61,0.00%
Enabled,"""chemical facial peels""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""how to get rid of pigment""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""hyperpigmentation on thighs treatment""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""skin bleach""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,8,0.00%,0,0.00,0.00%
Enabled,"""dermamelan peel""",Phrase match,Limited,low quality,0.00,USD,0.00,,3,26,11.54%,0.93,2.79,0.00%
Enabled,"""q switch laser treatment""",Phrase match,Eligible,,0.00,USD,0.00,,3,50,6.00%,1.40,4.20,0.00%
Enabled,"""how to cure hyperpigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,2,0.00%,0,0.00,0.00%
Enabled,"""acid peel for hyperpigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""how to reduce darkness under armpits""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""laser or chemical peel for melasma""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""acne pigmentation removal cream""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""laser for dark underarms""",Phrase match,Eligible,,0.00,USD,0.00,,5,35,14.29%,1.49,7.45,0.00%
Enabled,"""how to get rid of dark inner thighs""",Phrase match,Limited,low quality,0.00,USD,0.00,,1,10,10.00%,1.82,1.82,0.00%
Enabled,"""pigmentation treatment uk""",Phrase match,Eligible,,0.00,USD,0.00,,0,2,0.00%,0,0.00,0.00%
Enabled,"""black dark spot on skin""",Phrase match,Eligible,,0.00,USD,0.00,,0,8,0.00%,0,0.00,0.00%
Enabled,"""age spot removal near me""",Phrase match,Eligible,,0.00,USD,0.00,,2,20,10.00%,1.81,3.62,0.00%
Enabled,"""picosure laser""",Phrase match,Limited,low quality,5.00,USD,7.67,,31,390,7.95%,1.24,38.34,16.13%
Enabled,"""face peel glasgow""",Phrase match,Eligible,,0.00,USD,0.00,,7,38,18.42%,1.55,10.84,0.00%
Enabled,"""cryotherapy pigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""high pigmentation treatment""",Phrase match,Eligible,,0.00,USD,0.00,,0,3,0.00%,0,0.00,0.00%
Enabled,"""laser treatment for sun damage""",Phrase match,Eligible,,1.00,USD,1.64,,2,31,6.45%,0.82,1.64,50.00%
Enabled,"""skin hyperpigmentation treatment""",Phrase match,Eligible,,0.00,USD,0.00,,0,2,0.00%,0,0.00,0.00%
Enabled,"""pigmentation treatment perth""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""no downtime chemical peel""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""best cream dark spots on face""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""skin blackening on face""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""removing skin pigmentation face""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""why won t my pigmentation go away""",Phrase match,Eligible,,0.00,USD,0.00,,0,10,0.00%,0,0.00,0.00%
Enabled,"""lip lightening laser treatment near me""",Phrase match,Eligible,,0.00,USD,0.00,,5,14,35.71%,1.38,6.92,0.00%
Enabled,"""dermatica pigmentation""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""hyperpigmentation near mouth""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""depigmentation of lips treatment""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""can sun damage on face be reversed""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""dark spot clinic near me""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""lip pigmentation laser treatment price""",Phrase match,Eligible,,0.00,USD,0.00,,2,22,9.09%,0.99,1.98,0.00%
Enabled,"""skin whitening therapy""",Phrase match,Eligible,,0.00,USD,0.00,,29,262,11.07%,1.41,40.98,0.00%
Enabled,"""best treatment for dark spots and pigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,8,0.00%,0,0.00,0.00%
Enabled,"""freckle removal treatments""",Phrase match,Eligible,,0.00,USD,0.00,,0,2,0.00%,0,0.00,0.00%
Enabled,"""underarm whitening laser near me""",Phrase match,Eligible,,0.00,USD,0.00,,0,3,0.00%,0,0.00,0.00%
Enabled,"""how to remove upper lip darkness""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""how to remove dark skin patches""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""pico laser for pigmentation""",Phrase match,Eligible,,2.00,USD,1.05,,2,9,22.22%,1.05,2.10,100.00%
Enabled,"""epidermal hyperpigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""melasma treatment boots""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""reason of dark spots on face""",Phrase match,Eligible,,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""how to remove melasma""",Phrase match,Eligible,,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""how do u get rid of age spots""",Phrase match,Eligible,,0.00,USD,0.00,,1,13,7.69%,0.66,0.66,0.00%
Enabled,"""how to get rid of white spots from tanning""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,2,0.00%,0,0.00,0.00%
Enabled,"""inner thigh hyperpigmentation""",Phrase match,Eligible,,0.00,USD,0.00,,0,2,0.00%,0,0.00,0.00%
Enabled,"""even skin tone procedures""",Phrase match,Eligible,,0.00,USD,0.00,,17,453,3.75%,1.44,24.53,0.00%
Enabled,"""hyperpigmentation around mouth and eyes""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""best hyperpigmentation products""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""best skin treatments for melasma""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""skin whitening clinic near me""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""how can i remove black spots on my face""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""face dark patches treatment""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""dark spot removal laser near me""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""pigmentation treatment near me""",Phrase match,Eligible,,4.00,USD,7.03,,10,80,12.50%,2.81,28.14,40.00%
Enabled,"""pigmentation upper lip""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,4,0.00%,0,0.00,0.00%
Enabled,"""age spots on arms""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""ipl laser for sun spots""",Phrase match,Eligible,,0.00,USD,0.00,,0,2,0.00%,0,0.00,0.00%
Enabled,"""post acne hyperpigmentation""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,5,0.00%,0,0.00,0.00%
Enabled,"""dark underarm treatment near me""",Phrase match,Eligible,,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""dry skin pigmentation face""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""really bad pigmentation on face""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""yag laser pigmentation removal""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
Enabled,"""best treatment to remove sun spots""",Phrase match,Eligible,,0.00,USD,0.00,,6,68,8.82%,1.08,6.51,0.00%
Enabled,"""armpit bleaching""",Phrase match,Limited,low quality,0.00,USD,0.00,,0,1,0.00%,0,0.00,0.00%
Enabled,"""best hyperpigmentation treatment for dark skin""",Phrase match,Limited,low quality,1.00,USD,2.51,,1,2,50.00%,2.51,2.51,100.00%
Enabled,"""dermamelan skin peel""",Phrase match,Eligible,,0.00,USD,0.00,,0,3,0.00%,0,0.00,0.00%
Enabled,"""how to get rid of pigmentation on the face""",Phrase match,Eligible,,0.00,USD,0.00,,1,19,5.26%,0.83,0.83,0.00%
Enabled,"""medical peel near me""",Phrase match,Eligible,,0.00,USD,0.00,,0,2,0.00%,0,0.00,0.00%
Enabled,"""what can treat melasma""",Phrase match,Eligible,,0.00,USD,0.00,,0,0, --,0,0.00,0.00%
